client_id,client_nom,nationalite,client_fidele,nb_sejours,revenu_total,duree_moy,csat_moy,quartile,segment
CLI2962,Binta Bamba,Ivoirien,0,5,1148600.0,2.2,4.2,2,Standard
CLI2169,Luc Ndoye,Ivoirien,0,4,1148400.0,4.0,4.3,2,Standard
CLI1959,Moussa Ndoye,Ivoirien,1,2,1146420.0,2.5,2.5,2,Standard
CLI0309,Awa Sow,Ivoirien,0,4,1145000.0,2.5,3.5,2,Standard
CLI0517,Clarisse Nkomo,Ghaneeen,1,4,1144360.0,2.8,3.3,2,Standard
CLI1915,Fatou Kouassi,Ivoirien,0,5,1143600.0,3.0,4.6,2,Standard
CLI2066,Ibrahim Sow,Ivoirien,0,3,1142560.0,3.0,3.0,2,Standard
CLI0179,Ibrahim Diallo,Senegalais,0,3,1142400.0,3.0,4.7,2,Standard
CLI0529,Marie Kouassi,Ivoirien,0,4,1141740.0,2.8,4.3,2,Standard
CLI1913,Adjoua Mensah,Autre,0,4,1141600.0,3.0,4.3,2,Standard
CLI2500,Jean Koné,Senegalais,0,4,1141120.0,3.0,4.5,2,Standard
CLI0647,Binta Diallo,Americain,0,2,1140000.0,4.0,3.5,2,Standard
CLI1534,Moussa Sow,Senegalais,0,3,1138800.0,3.7,4.0,2,Standard
CLI1680,Ibrahim Diallo,Allemand,0,5,1138620.0,2.2,4.6,2,Standard
CLI2010,Marie Diallo,Ivoirien,0,5,1138600.0,3.4,4.8,2,Standard
CLI1150,Awa Ndoye,Ivoirien,1,5,1136400.0,2.6,3.0,2,Standard
CLI2900,Kofi Camara,Ivoirien,0,6,1135960.0,3.0,4.2,2,Standard
CLI1546,Aminata Mensah,Ivoirien,0,2,1135800.0,2.0,3.5,2,Standard
CLI2888,Yao Ndoye,Senegalais,1,5,1135700.0,2.6,3.2,2,Standard
CLI2689,Aminata Ndoye,Camerounais,0,2,1134360.0,3.0,4.5,2,Standard
CLI2009,Sophie Bamba,Autre,0,5,1134360.0,2.0,4.0,2,Standard
CLI2817,Yao Diallo,Ghaneeen,0,5,1134000.0,3.8,3.6,2,Standard
CLI0516,Cheick Nkomo,Français,0,3,1134000.0,3.7,3.7,2,Standard
CLI2088,Yao Sow,Ivoirien,1,2,1134000.0,3.5,4.0,2,Standard
CLI2302,Kofi Mensah,Senegalais,1,5,1133760.0,2.8,3.8,2,Standard
CLI1015,Paul Camara,Senegalais,0,7,1133500.0,2.4,4.0,2,Standard
CLI2636,Serge Kouassi,Français,1,3,1133160.0,3.0,4.7,2,Standard
CLI2999,Adjoua Diallo,Americain,1,4,1132960.0,3.3,3.3,2,Standard
CLI1101,Serge Bamba,Ivoirien,0,4,1132600.0,3.3,4.5,2,Standard
CLI2815,Jean Diallo,Français,0,3,1131850.0,3.7,4.0,2,Standard
CLI2887,Fatou Bamba,Ivoirien,0,3,1130400.0,2.7,4.0,2,Standard
CLI0416,Cheick Bamba,Britannique,0,4,1130400.0,3.3,3.5,2,Standard
CLI0969,Eric Mensah,Ivoirien,0,3,1130000.0,3.3,3.0,2,Standard
CLI1977,Kofi Nkomo,Americain,0,3,1128800.0,3.0,4.3,2,Standard
CLI0121,Cheick Sow,Ghaneeen,1,3,1128800.0,3.3,4.7,2,Standard
CLI0795,Fatou Ndoye,Britannique,1,4,1128000.0,4.0,3.5,2,Standard
CLI0405,Luc Nkomo,Senegalais,0,8,1127920.0,2.1,4.1,2,Standard
CLI2481,Serge Mensah,Ivoirien,0,3,1126800.0,4.0,3.3,2,Standard
CLI1017,Luc Mensah,Senegalais,0,2,1126800.0,3.0,5.0,2,Standard
CLI0735,Fatou Ndoye,Camerounais,1,4,1126080.0,2.5,4.5,2,Standard
CLI0297,Paul Ndoye,Ivoirien,1,5,1124400.0,3.0,4.2,2,Standard
CLI2833,Ibrahim Diallo,Allemand,0,6,1123920.0,3.0,4.0,2,Standard
CLI1078,Aida Koné,Senegalais,0,3,1122000.0,2.3,4.0,2,Standard
CLI0126,Aida Nkomo,Ivoirien,0,4,1121800.0,2.8,3.0,2,Standard
CLI1802,Eric Nkomo,Americain,0,5,1120960.0,3.6,4.2,2,Standard
CLI1169,Cheick Mensah,Camerounais,0,6,1119630.0,3.0,4.8,2,Standard
CLI2250,Paul Nkomo,Ivoirien,0,4,1118500.0,1.8,3.3,2,Standard
CLI1045,Fatou Ndoye,Britannique,0,5,1116800.0,3.8,4.2,2,Standard
CLI1520,Yao Traore,Ivoirien,1,4,1116080.0,1.8,3.5,2,Standard
CLI0827,Awa Koné,Ivoirien,0,3,1116000.0,4.0,5.0,2,Standard
CLI1145,Yao Koné,Ivoirien,0,2,1116000.0,4.0,4.0,2,Standard
CLI0318,Ibrahim Traore,Senegalais,1,6,1115440.0,2.0,4.5,2,Standard
CLI0881,Yao Mensah,Ivoirien,0,6,1115000.0,2.0,4.8,2,Standard
CLI1755,Awa Bamba,Ivoirien,0,6,1115000.0,2.3,4.3,2,Standard
CLI0306,Serge Mensah,Ivoirien,0,2,1114560.0,3.0,3.0,2,Standard
CLI0874,Marie Nkomo,Autre,0,5,1114360.0,2.2,4.2,2,Standard
CLI0672,Eric Traore,Senegalais,1,2,1114000.0,2.5,4.0,2,Standard
CLI0468,Aida Kouassi,Senegalais,0,3,1113600.0,2.7,4.7,2,Standard
CLI0787,Serge Bamba,Camerounais,0,5,1113200.0,2.6,4.0,2,Standard
CLI0983,Clarisse Kouassi,Ivoirien,1,2,1110900.0,3.0,4.0,2,Standard
CLI1472,Cheick Kouassi,Senegalais,0,2,1109520.0,3.5,3.5,2,Standard
CLI1641,Marie Bamba,Français,0,7,1107800.0,2.4,4.0,2,Standard
CLI1271,Rokia Koné,Autre,0,5,1106100.0,2.2,3.2,2,Standard
CLI0125,Aida Ndoye,Senegalais,0,8,1104604.0,1.8,3.9,2,Standard
CLI0880,Marie Ndoye,Ivoirien,1,2,1104000.0,4.5,4.0,2,Standard
CLI2890,Aida Camara,Français,0,4,1102800.0,3.8,3.3,2,Standard
CLI0594,Aminata Sow,Ivoirien,0,2,1099680.0,3.0,4.0,2,Standard
CLI0262,Aminata Koné,Americain,1,4,1098600.0,3.5,4.0,2,Standard
CLI2360,Jean Koné,Senegalais,0,4,1098200.0,2.3,4.3,2,Standard
CLI2638,Cheick Traore,Français,0,3,1097280.0,2.7,4.3,2,Standard
CLI2879,Jean Mensah,Ghaneeen,0,4,1095040.0,2.0,3.5,2,Standard
CLI0772,Ibrahim Camara,Ivoirien,0,2,1095000.0,2.0,4.0,2,Standard
CLI2258,Fatou Bamba,Ivoirien,0,5,1094440.0,1.6,4.8,2,Standard
CLI1318,Ibrahim Bamba,Ivoirien,0,4,1093200.0,2.5,4.0,2,Standard
CLI1131,Cheick Kouassi,Ivoirien,0,5,1093120.0,3.0,3.8,2,Standard
CLI0930,Ibrahim Sow,Ghaneeen,0,5,1092600.0,2.2,3.8,2,Standard
CLI1379,Ibrahim Kouassi,Ivoirien,0,5,1092600.0,1.4,3.6,2,Standard
CLI0090,Clarisse Sow,Camerounais,0,2,1092600.0,3.5,4.0,2,Standard
CLI0788,Rokia Mensah,Camerounais,1,3,1092400.0,2.7,4.3,2,Standard
CLI2426,Aida Ndoye,Ivoirien,0,4,1091400.0,2.3,4.5,2,Standard
CLI2941,Clarisse Kouassi,Ivoirien,0,4,1090400.0,2.5,4.7,2,Standard
CLI2319,Sophie Camara,Ivoirien,0,6,1090240.0,2.2,4.0,2,Standard
CLI1527,Binta Bamba,Allemand,0,5,1089440.0,2.2,3.6,2,Standard
CLI1092,Awa Traore,Autre,0,5,1088800.0,2.6,4.4,2,Standard
CLI0392,Cheick Nkomo,Allemand,0,4,1087200.0,2.3,3.7,2,Standard
CLI0100,Serge Diallo,Autre,0,1,1086750.0,3.0,2.0,2,Standard
CLI2588,Sophie Ndoye,Senegalais,0,1,1086750.0,3.0,5.0,2,Standard
CLI2724,Yao Traore,Ivoirien,1,1,1086750.0,3.0,5.0,2,Standard
CLI2971,Adjoua Bamba,Senegalais,0,5,1086700.0,1.2,3.0,2,Standard
CLI2950,Aida Diallo,Ivoirien,0,3,1086600.0,4.3,4.3,2,Standard
CLI0626,Jean Mensah,Senegalais,0,2,1086400.0,4.5,4.5,2,Standard
CLI1482,Kofi Ndoye,Ivoirien,0,3,1086000.0,3.3,3.3,2,Standard
CLI1210,Luc Camara,Camerounais,0,3,1084800.0,3.0,4.7,2,Standard
CLI0038,Moussa Kouassi,Ivoirien,0,3,1084500.0,2.3,4.3,2,Standard
CLI2549,Aminata Ndoye,Ivoirien,0,5,1083040.0,2.6,4.6,2,Standard
CLI1668,Aida Diallo,Camerounais,0,4,1082040.0,2.0,4.3,2,Standard
CLI2332,Jean Nkomo,Autre,0,3,1081800.0,2.3,4.7,2,Standard
CLI0185,Jean Ndoye,Ivoirien,1,6,1080200.0,2.7,4.5,2,Standard
CLI0378,Moussa Traore,Français,0,3,1080080.0,2.0,5.0,2,Standard
CLI1373,Moussa Camara,Ivoirien,0,2,1080000.0,4.5,5.0,2,Standard
CLI2810,Binta Traore,Senegalais,1,2,1080000.0,4.5,4.5,2,Standard
CLI0054,Luc Koné,Camerounais,0,3,1079900.0,5.7,5.0,2,Standard
CLI1192,Jean Sow,Senegalais,0,6,1079050.0,2.0,4.2,2,Standard
CLI2454,Moussa Camara,Ivoirien,1,5,1078320.0,1.8,4.2,2,Standard
CLI2973,Sophie Ndoye,Camerounais,1,5,1076640.0,2.2,4.4,2,Standard
CLI1245,Marie Bamba,Ivoirien,1,3,1076400.0,4.0,3.0,2,Standard
CLI2506,Moussa Ndoye,Camerounais,0,5,1076400.0,3.0,3.4,2,Standard
CLI0051,Clarisse Traore,Senegalais,1,1,1076400.0,5.0,5.0,2,Standard
CLI0600,Fatou Diallo,Senegalais,0,4,1074000.0,2.3,4.8,2,Standard
CLI0374,Serge Koné,Ivoirien,1,2,1074000.0,4.5,5.0,2,Standard
CLI1374,Sophie Sow,Americain,0,4,1073480.0,3.3,4.8,2,Standard
CLI0645,Clarisse Camara,Autre,0,2,1073400.0,3.5,4.0,2,Standard
CLI0764,Aminata Kouassi,Senegalais,0,6,1073200.0,2.3,3.3,2,Standard
CLI0531,Serge Mensah,Ghaneeen,0,5,1073000.0,1.8,3.8,2,Standard
CLI0521,Marie Ndoye,Senegalais,0,6,1071800.0,2.0,4.8,2,Standard
CLI2977,Moussa Koné,Ghaneeen,0,4,1071600.0,2.3,4.3,2,Standard
CLI1553,Awa Nkomo,Ivoirien,0,4,1069760.0,3.5,4.0,2,Standard
CLI0693,Paul Kouassi,Britannique,0,2,1068000.0,4.0,5.0,2,Standard
CLI1635,Ibrahim Camara,Senegalais,0,3,1068000.0,3.7,4.0,2,Standard
CLI2110,Jean Nkomo,Ghaneeen,0,4,1068000.0,3.8,3.3,2,Standard
CLI2809,Fatou Kouassi,Ivoirien,1,5,1066740.0,3.4,4.2,2,Standard
CLI1011,Ibrahim Camara,Allemand,0,4,1066400.0,4.5,3.3,2,Standard
CLI0738,Paul Traore,Camerounais,0,3,1065200.0,2.3,3.3,2,Standard
CLI1105,Jean Nkomo,Français,0,4,1064500.0,2.3,3.5,2,Standard
CLI2359,Yao Mensah,Senegalais,0,4,1062800.0,2.8,4.8,2,Standard
CLI1065,Clarisse Traore,Senegalais,0,1,1062600.0,3.0,5.0,2,Standard
CLI1141,Jean Mensah,Allemand,0,2,1060560.0,2.0,3.5,2,Standard
CLI0459,Aminata Kouassi,Ivoirien,0,3,1060320.0,2.3,3.3,2,Standard
CLI0925,Adjoua Ndoye,Ghaneeen,1,3,1060000.0,5.0,4.3,2,Standard
CLI0413,Sophie Traore,Camerounais,0,4,1059040.0,3.3,5.0,2,Standard
CLI2160,Eric Nkomo,Ivoirien,0,4,1057280.0,3.5,5.0,2,Standard
CLI1137,Paul Sow,Ivoirien,0,3,1055860.0,3.3,4.0,2,Standard
CLI1960,Luc Camara,Ivoirien,0,2,1054500.0,2.0,4.5,2,Standard
CLI1485,Luc Koné,Camerounais,0,4,1054400.0,2.3,4.5,2,Standard
CLI0379,Yao Ndoye,Camerounais,0,5,1053980.0,2.4,4.2,2,Standard
CLI0946,Clarisse Traore,Camerounais,1,5,1053400.0,1.8,3.4,2,Standard
CLI2407,Jean Camara,Ivoirien,0,4,1052880.0,3.0,3.5,2,Standard
CLI1382,Rokia Ndoye,Americain,0,3,1052600.0,2.0,4.3,2,Standard
CLI2487,Serge Kouassi,Senegalais,0,3,1049000.0,1.7,4.7,2,Standard
CLI2604,Jean Mensah,Ivoirien,0,5,1048800.0,2.6,4.2,2,Standard
CLI1840,Moussa Camara,Ghaneeen,0,5,1048800.0,2.2,4.2,2,Standard
CLI1039,Ibrahim Bamba,Britannique,0,2,1048200.0,2.0,3.5,2,Standard
CLI0087,Adjoua Diallo,Camerounais,0,4,1047200.0,2.3,5.0,2,Standard
CLI1227,Luc Kouassi,Camerounais,0,4,1047200.0,2.5,5.0,2,Standard
CLI1076,Ibrahim Diallo,Camerounais,0,3,1045600.0,2.3,4.7,2,Standard
CLI2112,Ibrahim Koné,Senegalais,0,2,1044000.0,3.5,5.0,2,Standard
CLI0128,Moussa Nkomo,Français,1,4,1041480.0,2.8,3.5,2,Standard
CLI2964,Marie Traore,Ivoirien,0,5,1041240.0,3.0,4.5,2,Standard
CLI2733,Rokia Sow,Autre,0,6,1041200.0,3.0,3.2,2,Standard
CLI2224,Sophie Kouassi,Britannique,0,3,1040000.0,4.3,4.3,2,Standard
CLI0150,Kofi Nkomo,Ivoirien,1,2,1039680.0,3.5,4.5,2,Standard
CLI1596,Moussa Kouassi,Ivoirien,0,4,1039600.0,3.3,4.5,2,Standard
CLI2627,Yao Traore,Britannique,1,5,1039360.0,3.4,2.8,2,Standard
CLI0310,Clarisse Mensah,Ghaneeen,1,2,1038000.0,3.5,3.5,2,Standard
CLI0296,Jean Mensah,Allemand,0,4,1036800.0,3.0,3.3,2,Standard
CLI0601,Moussa Diallo,Senegalais,0,4,1036800.0,3.5,5.0,2,Standard
CLI0984,Kofi Ndoye,Camerounais,0,4,1036620.0,1.8,4.5,2,Standard
CLI0069,Yao Sow,Ivoirien,0,2,1035000.0,5.0,4.0,2,Standard
CLI0888,Binta Traore,Ivoirien,0,3,1035000.0,4.3,4.3,2,Standard
CLI2875,Jean Koné,Ghaneeen,0,6,1033800.0,2.3,3.2,2,Standard
CLI0959,Serge Koné,Ivoirien,0,5,1033250.0,2.4,3.8,2,Standard
CLI1270,Jean Koné,Senegalais,0,4,1033200.0,2.5,4.0,2,Standard
CLI0706,Jean Sow,Ivoirien,0,5,1033200.0,4.4,4.8,2,Standard
CLI1234,Serge Sow,Ghaneeen,0,2,1030500.0,2.0,5.0,2,Standard
CLI0464,Jean Koné,Ivoirien,0,2,1029600.0,3.5,2.0,2,Standard
CLI2571,Paul Camara,Camerounais,0,5,1026720.0,2.6,3.0,2,Standard
CLI2794,Moussa Kouassi,Camerounais,0,3,1026600.0,3.0,3.7,2,Standard
CLI0929,Cheick Ndoye,Autre,0,4,1026490.0,2.0,4.3,2,Standard
CLI1794,Ibrahim Camara,Ivoirien,0,2,1026000.0,3.0,4.0,2,Standard
CLI0162,Binta Kouassi,Autre,0,6,1024800.0,2.2,4.0,2,Standard
CLI1934,Luc Ndoye,Ghaneeen,0,3,1024200.0,2.7,4.0,2,Standard
CLI0593,Paul Bamba,Britannique,0,2,1023500.0,2.0,5.0,2,Standard
CLI0098,Fatou Nkomo,Ivoirien,0,5,1023200.0,2.4,3.6,2,Standard
CLI0603,Aminata Bamba,Autre,0,6,1022840.0,2.8,4.5,2,Standard
CLI1703,Marie Nkomo,Senegalais,0,4,1022000.0,1.5,4.5,2,Standard
CLI1221,Clarisse Traore,Ghaneeen,0,4,1020800.0,3.8,3.5,2,Standard
CLI1632,Moussa Ndoye,Ivoirien,0,6,1020200.0,1.5,4.0,2,Standard
CLI0315,Moussa Traore,Français,0,5,1015280.0,3.2,4.6,2,Standard
CLI1222,Awa Bamba,Ivoirien,0,3,1014800.0,3.0,3.7,2,Standard
CLI2473,Kofi Ndoye,Ivoirien,0,4,1014400.0,3.5,3.3,2,Standard
CLI0344,Luc Sow,Senegalais,1,3,1013400.0,3.0,4.3,2,Standard
CLI0809,Aminata Sow,Americain,0,4,1012400.0,3.3,3.5,2,Standard
CLI1049,Fatou Traore,Ivoirien,1,2,1012320.0,3.5,2.5,2,Standard
CLI2761,Aida Koné,Ivoirien,0,4,1011540.0,2.5,5.0,2,Standard
CLI1365,Serge Nkomo,Ivoirien,1,3,1010880.0,2.0,3.3,2,Standard
CLI1487,Luc Bamba,Camerounais,1,5,1010800.0,2.4,4.8,2,Standard
CLI1738,Yao Bamba,Camerounais,0,3,1010200.0,4.0,3.3,2,Standard
CLI1040,Eric Kouassi,Ivoirien,0,5,1009920.0,2.4,3.8,2,Standard
CLI0220,Eric Traore,Ghaneeen,1,5,1009280.0,2.4,4.6,2,Standard
CLI0491,Luc Camara,Ivoirien,0,4,1008800.0,4.0,3.5,2,Standard
CLI1339,Adjoua Nkomo,Camerounais,1,4,1008080.0,3.5,4.5,2,Standard
CLI2349,Serge Camara,Americain,1,3,1008000.0,2.7,4.3,2,Standard
CLI1480,Kofi Traore,Britannique,1,4,1008000.0,4.0,3.3,2,Standard
CLI1296,Paul Sow,Allemand,0,5,1006880.0,2.6,3.2,2,Standard
CLI2734,Clarisse Traore,Ghaneeen,0,6,1006520.0,2.5,2.8,2,Standard
CLI0225,Luc Camara,Ivoirien,0,4,1006200.0,3.5,4.3,2,Standard
CLI1448,Paul Traore,Camerounais,1,3,1005840.0,3.0,4.7,2,Standard
CLI1936,Rokia Ndoye,Americain,0,2,1005000.0,3.0,4.0,2,Standard
CLI0039,Fatou Camara,Ghaneeen,0,5,1003600.0,3.2,4.8,2,Standard
CLI1459,Serge Ndoye,Camerounais,1,5,1003200.0,2.6,3.3,2,Standard
CLI2218,Kofi Kouassi,Allemand,1,4,1003200.0,2.0,2.8,2,Standard
CLI2417,Ibrahim Diallo,Autre,1,4,1002600.0,2.8,5.0,2,Standard
CLI0674,Yao Ndoye,Ivoirien,0,3,1002580.0,1.7,2.0,2,Standard
CLI2491,Sophie Nkomo,Senegalais,0,3,1001880.0,3.0,4.0,2,Standard
CLI0477,Adjoua Nkomo,Ivoirien,0,4,998400.0,2.0,3.8,2,Standard
CLI0760,Yao Diallo,Autre,0,2,996500.0,3.0,4.5,2,Standard
CLI0114,Yao Kouassi,Ivoirien,1,5,996000.0,2.8,4.6,2,Standard
CLI1307,Serge Koné,Senegalais,0,4,994600.0,2.8,3.8,2,Standard
CLI1471,Clarisse Nkomo,Ivoirien,0,5,994000.0,1.6,4.0,2,Standard
CLI0371,Paul Ndoye,Français,0,4,993600.0,3.8,4.8,2,Standard
CLI0978,Marie Sow,Ivoirien,0,5,992880.0,2.0,4.2,2,Standard
CLI1603,Jean Camara,Senegalais,0,3,992800.0,3.0,3.7,2,Standard
CLI1331,Marie Bamba,Ivoirien,0,5,991120.0,2.2,4.2,2,Standard
CLI1006,Serge Ndoye,Camerounais,1,4,991000.0,1.8,4.0,2,Standard
CLI0565,Jean Camara,Camerounais,0,3,990740.0,2.3,4.0,2,Standard
CLI2717,Luc Ndoye,Ivoirien,0,2,990360.0,2.5,3.5,2,Standard
CLI0300,Jean Nkomo,Ivoirien,0,4,989200.0,3.8,4.8,2,Standard
CLI1869,Eric Ndoye,Français,0,4,988640.0,2.0,4.8,2,Standard
CLI2593,Fatou Koné,Ivoirien,1,3,988360.0,3.7,2.0,2,Standard
CLI1024,Aida Koné,Ghaneeen,0,3,986400.0,3.0,4.0,2,Standard
CLI1512,Sophie Nkomo,Autre,0,2,984000.0,4.0,5.0,2,Standard
CLI0546,Fatou Koné,Ivoirien,1,2,984000.0,2.5,4.0,2,Standard
CLI1082,Luc Ndoye,Britannique,0,2,982560.0,2.5,4.0,2,Standard
CLI0560,Marie Bamba,Camerounais,0,3,982560.0,2.3,4.0,2,Standard
CLI2897,Jean Nkomo,Ghaneeen,1,4,981100.0,3.8,3.8,2,Standard
CLI2420,Rokia Mensah,Ivoirien,0,4,980000.0,2.8,3.8,2,Standard
CLI2570,Fatou Ndoye,Americain,0,3,979800.0,2.7,3.0,2,Standard
CLI2092,Clarisse Ndoye,Autre,1,4,979680.0,1.5,2.8,2,Standard
CLI2300,Kofi Nkomo,Ghaneeen,0,3,978880.0,2.7,3.7,2,Standard
CLI2364,Moussa Koné,Senegalais,0,2,977760.0,3.0,3.5,2,Standard
CLI1824,Yao Ndoye,Ivoirien,1,8,976800.0,1.8,3.6,2,Standard
CLI2501,Rokia Nkomo,Français,0,3,976560.0,3.0,2.7,2,Standard
CLI1613,Jean Sow,Autre,0,3,975320.0,2.0,3.7,2,Standard
CLI0199,Aida Ndoye,Autre,0,4,975300.0,2.0,3.0,2,Standard
CLI2774,Luc Mensah,Ivoirien,0,5,974800.0,2.0,3.4,2,Standard
CLI0032,Yao Kouassi,Ivoirien,0,3,974560.0,2.0,4.0,2,Standard
CLI1036,Ibrahim Camara,Ghaneeen,0,3,972800.0,4.3,4.0,2,Standard
CLI2003,Cheick Traore,Ghaneeen,0,6,972800.0,1.5,3.7,2,Standard
CLI0398,Awa Koné,Americain,1,3,972400.0,3.3,4.7,2,Standard
CLI2538,Aida Traore,Ghaneeen,0,2,972000.0,3.5,5.0,2,Standard
CLI1533,Jean Sow,Autre,1,3,972000.0,3.7,3.7,2,Standard
CLI0844,Sophie Camara,Senegalais,1,2,972000.0,3.5,4.5,2,Standard
CLI2026,Luc Ndoye,Français,0,2,971520.0,4.0,3.5,2,Standard
CLI0304,Awa Ndoye,Ivoirien,1,3,970000.0,3.7,4.7,2,Standard
CLI0544,Serge Nkomo,Autre,0,4,968400.0,3.3,4.0,2,Standard
CLI2991,Eric Bamba,Ivoirien,0,5,967760.0,2.0,4.8,2,Standard
CLI1708,Eric Diallo,Ivoirien,0,5,966720.0,2.4,5.0,2,Standard
CLI2099,Awa Mensah,Ivoirien,1,5,966600.0,2.2,4.2,2,Standard
CLI0752,Ibrahim Sow,Ivoirien,1,5,966160.0,2.8,3.2,2,Standard
CLI1392,Ibrahim Bamba,Français,0,7,966000.0,2.1,4.1,2,Standard
CLI1844,Binta Bamba,Britannique,0,4,966000.0,2.8,3.8,2,Standard
CLI0498,Yao Traore,Ivoirien,0,2,966000.0,7.0,5.0,2,Standard
CLI2183,Serge Koné,Autre,0,1,966000.0,7.0,5.0,2,Standard
CLI0943,Cheick Sow,Senegalais,1,3,966000.0,3.7,5.0,2,Standard
CLI2563,Marie Diallo,Autre,0,2,965760.0,4.0,4.5,2,Standard
CLI1262,Rokia Koné,Ivoirien,1,6,965600.0,3.3,3.3,2,Standard
CLI2305,Marie Sow,Autre,0,4,964800.0,3.3,4.3,2,Standard
CLI1989,Rokia Sow,Ivoirien,1,3,964800.0,3.3,3.3,2,Standard
CLI0846,Clarisse Ndoye,Ghaneeen,0,4,964500.0,2.8,4.5,2,Standard
CLI2180,Marie Sow,Français,0,3,964000.0,5.7,4.0,2,Standard
CLI2963,Adjoua Camara,Autre,1,2,962880.0,3.5,4.5,2,Standard
CLI2592,Jean Kouassi,Camerounais,1,4,962040.0,2.5,4.8,2,Standard
CLI2862,Paul Koné,Americain,0,4,958720.0,3.5,4.0,2,Standard
CLI2045,Paul Camara,Senegalais,0,2,958400.0,4.5,5.0,2,Standard
CLI0745,Binta Koné,Ivoirien,0,2,958320.0,2.5,3.5,2,Standard
CLI1984,Fatou Diallo,Senegalais,0,4,958200.0,2.5,5.0,2,Standard
CLI2157,Ibrahim Diallo,Ivoirien,0,3,957920.0,3.0,3.3,2,Standard
CLI2442,Jean Ndoye,Français,1,4,957760.0,3.5,4.5,2,Standard
CLI2262,Adjoua Nkomo,Autre,0,4,956650.0,3.0,3.8,2,Standard
CLI2920,Yao Sow,Ghaneeen,1,6,955000.0,2.8,3.7,2,Standard
CLI0200,Binta Koné,Ghaneeen,1,4,954080.0,1.8,3.5,2,Standard
CLI2856,Aminata Sow,Ghaneeen,1,3,954000.0,3.0,4.0,2,Standard
CLI2556,Cheick Nkomo,Ivoirien,0,2,953840.0,3.0,3.5,2,Standard
CLI0535,Serge Sow,Ivoirien,0,4,953800.0,2.5,4.3,2,Standard
CLI0478,Sophie Sow,Americain,0,5,952880.0,1.8,4.2,2,Standard
CLI2917,Luc Diallo,Français,0,1,952200.0,5.0,3.0,2,Standard
CLI1899,Serge Mensah,Ghaneeen,0,4,952000.0,3.3,2.5,2,Standard
CLI0671,Marie Nkomo,Camerounais,0,3,949680.0,3.3,3.7,2,Standard
CLI1699,Kofi Kouassi,Autre,1,2,949440.0,5.5,3.5,2,Standard
CLI0404,Jean Nkomo,Français,0,2,949200.0,4.0,4.5,2,Standard
CLI1782,Marie Sow,Ghaneeen,0,7,948880.0,1.9,4.1,2,Standard
CLI0327,Aida Koné,Ivoirien,1,4,948840.0,2.3,4.3,2,Standard
CLI0842,Eric Ndoye,Ivoirien,0,2,948000.0,3.0,4.0,2,Standard
CLI1909,Moussa Diallo,Allemand,0,2,947200.0,2.5,4.5,2,Standard
CLI1304,Serge Ndoye,Ivoirien,1,3,946410.0,2.7,4.7,2,Standard
CLI1316,Cheick Diallo,Autre,1,4,946240.0,2.3,3.8,2,Standard
CLI0751,Aminata Diallo,Camerounais,0,4,945600.0,2.0,4.0,2,Standard
CLI0292,Sophie Camara,Ivoirien,0,1,945000.0,3.0,3.0,2,Standard
CLI2214,Yao Mensah,Autre,0,6,944440.0,1.5,4.0,2,Standard
CLI2107,Aida Sow,Ghaneeen,0,5,944400.0,2.6,4.2,2,Standard
CLI2464,Clarisse Nkomo,Senegalais,0,3,944000.0,3.3,4.3,2,Standard
CLI0203,Yao Koné,Senegalais,0,4,943260.0,2.8,4.5,2,Standard
CLI2951,Marie Kouassi,Camerounais,0,3,943200.0,5.7,4.3,2,Standard
CLI1911,Aida Traore,Ivoirien,1,2,942000.0,2.5,3.5,2,Standard
CLI2885,Sophie Kouassi,Camerounais,0,3,940800.0,3.3,3.7,2,Standard
CLI2271,Sophie Diallo,Ivoirien,0,3,940500.0,2.3,2.7,2,Standard
CLI1427,Cheick Bamba,Autre,1,3,940320.0,4.3,3.7,2,Standard
CLI2037,Cheick Kouassi,Britannique,1,3,939680.0,1.7,4.0,2,Standard
CLI0173,Fatou Sow,Ivoirien,1,4,939400.0,3.0,4.0,2,Standard
CLI1325,Aminata Camara,Camerounais,0,4,939240.0,1.3,3.0,2,Standard
CLI0033,Serge Ndoye,Autre,0,5,938080.0,2.4,3.8,2,Standard
CLI0186,Cheick Mensah,Ivoirien,0,4,937800.0,1.8,3.3,2,Standard
CLI0875,Moussa Mensah,Ghaneeen,1,5,937120.0,2.0,3.8,2,Standard
CLI2909,Serge Nkomo,Ghaneeen,0,4,937080.0,2.5,3.3,2,Standard
CLI2197,Luc Camara,Français,0,5,936800.0,2.2,4.2,2,Standard
CLI2779,Cheick Camara,Ivoirien,0,2,936700.0,4.0,4.5,2,Standard
CLI2105,Fatou Traore,Ivoirien,0,2,936640.0,3.0,4.0,2,Standard
CLI1786,Rokia Sow,Senegalais,1,3,936000.0,2.7,4.3,2,Standard
CLI1609,Cheick Koné,Americain,0,1,936000.0,4.0,5.0,2,Standard
CLI0284,Clarisse Traore,Ivoirien,0,3,936000.0,3.3,3.7,2,Standard
CLI2342,Aida Ndoye,Senegalais,0,3,936000.0,3.0,3.7,2,Standard
CLI0221,Aminata Diallo,Senegalais,0,2,936000.0,4.0,4.0,2,Standard
CLI0794,Cheick Bamba,Camerounais,0,4,935900.0,1.8,3.8,2,Standard
CLI0302,Awa Camara,Senegalais,1,5,935170.0,1.2,3.6,2,Standard
