id_client,nom,prenom,sexe,age,ville,code_offre,date_souscription,date_resiliation,statut
CL06851,RODRIGUEZ,Henriette,F,19,Bouake,CONNECT,2025-05-13,2025-09-27,resilie
CL06852,LOMBARD,Diane,F,22,Abidjan,CONNECT,2024-02-10,,actif
CL06853,CARON,Thierry,M,36,Korhogo,PULSE,2023-05-13,,actif
CL06854,BÈGUE,André,M,47,Korhogo,PREMIUM,2023-06-25,,actif
CL06855,REY,Céline,F,42,Abidjan,ETUDIANT,2025-04-22,2025-08-30,resilie
CL06856,BÈGUE,Alfred,M,72,Bouake,PULSE,2023-02-09,2024-06-26,resilie
CL06857,GONZALEZ,Claude,F,55,Abidjan,PULSE,2022-12-20,2024-03-09,resilie
CL06858,BESNARD,Margaud,F,54,Abidjan,CONNECT,2022-11-22,,actif
CL06859,DUPONT,Robert,M,43,Bouake,CONNECT,2023-12-16,,actif
CL06860,WAGNER,Henriette,F,28,Abidjan,PREMIUM,2022-08-31,,actif
CL06861,BONNET,Josette,F,31,Abidjan,PREMIUM,2023-12-03,,actif
CL06862,BOUCHER,Agnès,F,38,Korhogo,PRO,2023-04-18,,actif
CL06863,POTIER,Joseph,M,25,Abidjan,ETUDIANT,2023-03-13,,actif
CL06864,GIMENEZ,Amélie,F,18,Yamoussoukro,CONNECT,2023-02-09,,actif
CL06865,BRUNEL,Georges,M,37,Bouake,SENIOR,2023-05-30,,actif
CL06866,MARTY,Catherine,F,32,Bouake,ETUDIANT,2025-05-07,,actif
CL06867,GARNIER,Claude,F,26,Korhogo,PULSE,2025-01-15,2025-08-11,resilie
CL06868,HEBERT,Cécile,F,48,Yamoussoukro,SENIOR,2022-09-26,,actif
CL06869,GROS,Auguste,M,51,Bouake,PRO,2023-07-18,,actif
CL06870,GOMEZ,Emmanuelle,F,18,San-Pedro,CONNECT,2024-07-08,,actif
CL06871,GERMAIN,Sébastien,M,26,Abidjan,CONNECT,2023-10-14,,actif
CL06872,GUICHARD,Patricia,F,47,Bouake,PULSE,2022-05-06,2024-09-05,resilie
CL06873,GUÉRIN,Tristan,M,20,Yamoussoukro,PULSE,2024-04-12,2025-11-15,resilie
CL06874,LAUNAY,Guy,M,56,Bouake,PREMIUM,2023-10-05,,actif
CL06875,MEUNIER,Alexandre,M,35,Yamoussoukro,ETUDIANT,2022-12-04,2024-01-16,resilie
CL06876,MILLET,Thibaut,M,37,Bouake,PULSE,2023-01-19,,actif
CL06877,ALVES,Jacques,M,39,Abidjan,PREMIUM,2025-08-15,2025-11-26,resilie
CL06878,CORDIER,Victor,M,41,San-Pedro,SENIOR,2023-12-12,,actif
CL06879,BESSON,Sylvie,F,32,Abidjan,PULSE,2025-04-25,2025-11-02,resilie
CL06880,COUSIN,Thierry,M,38,Abidjan,ETUDIANT,2022-06-15,,actif
CL06881,MARTINEZ,Corinne,F,52,Bouake,PRO,2024-09-23,,actif
CL06882,TESSIER,Alphonse,M,18,Abidjan,PULSE,2022-09-30,,actif
CL06883,CHARPENTIER,Denis,M,18,Korhogo,ETUDIANT,2024-09-06,,actif
CL06884,MAURY,Alexandre,M,22,Abidjan,ETUDIANT,2023-06-10,,actif
CL06885,GAUTIER,Frédérique,F,50,Abidjan,PRO,2022-03-04,,actif
CL06886,BOUVIER,Pierre,M,25,Abidjan,PULSE,2022-09-14,,actif
CL06887,AUGER,Dominique,F,24,Yamoussoukro,PULSE,2022-03-06,2025-08-30,resilie
CL06888,BLIN,Marie,F,18,Bouake,PREMIUM,2025-09-23,,actif
CL06889,FABRE,Laurent,M,51,Abidjan,CONNECT,2023-10-18,,actif
CL06890,GUILLON,Alfred,M,44,Korhogo,CONNECT,2022-05-16,2025-12-23,resilie
CL06891,DESCAMPS,Clémence,F,54,Abidjan,PREMIUM,2022-05-19,,actif
CL06892,WEBER,Audrey,F,43,San-Pedro,PULSE,2023-11-21,2025-01-09,resilie
CL06893,GARNIER,Hélène,F,29,Abidjan,ETUDIANT,2023-07-19,2024-05-22,resilie
CL06894,MORENO,Camille,F,40,Yamoussoukro,ETUDIANT,2025-04-16,,actif
CL06895,BRUNEAU,Thomas,M,32,Bouake,CONNECT,2023-05-12,,actif
CL06896,LÉVY,Paulette,F,43,Abidjan,CONNECT,2024-12-05,,actif
CL06897,TANGUY,Charles,M,34,Yamoussoukro,PRO,2025-05-05,,actif
CL06898,EVRARD,Anastasie,F,57,Abidjan,PREMIUM,2023-06-29,,actif
CL06899,SEGUIN,Sylvie,F,18,Yamoussoukro,CONNECT,2024-02-16,,actif
CL06900,DELMAS,Rémy,M,18,San-Pedro,PREMIUM,2022-10-06,,actif
CL06901,DIJOUX,Sabine,F,56,Abidjan,PULSE,2024-11-03,,actif
CL06902,PRÉVOST,Grégoire,M,38,Abidjan,CONNECT,2025-07-20,,actif
CL06903,LECLERCQ,Sébastien,M,62,Abidjan,CONNECT,2025-01-20,,actif
CL06904,COUSIN,Jacqueline,F,41,Abidjan,PREMIUM,2022-01-26,,actif
CL06905,BOULANGER,Gérard,M,59,Bouake,PRO,2024-10-15,2025-09-22,resilie
CL06906,LECOQ,Jules,M,18,Abidjan,PRO,2025-04-01,,actif
CL06907,GRONDIN,Susanne,F,60,Abidjan,CONNECT,2023-05-06,,actif
CL06908,GOMES,Bertrand,M,43,Abidjan,SENIOR,2024-01-06,2025-12-28,resilie
CL06909,JACQUOT,Isabelle,F,36,Abidjan,PULSE,2022-12-16,2025-07-09,resilie
CL06910,HEBERT,Lucas,M,33,Abidjan,PULSE,2024-06-16,2025-12-10,resilie
CL06911,ÉTIENNE,Augustin,M,44,Bouake,SENIOR,2025-08-06,,actif
CL06912,BENARD,Roger,M,54,Abidjan,PRO,2024-12-25,,actif
CL06913,BODIN,Astrid,F,39,Yamoussoukro,SENIOR,2023-10-29,,actif
CL06914,ÉTIENNE,Victor,M,34,Bouake,PULSE,2022-10-14,,actif
CL06915,GUILLET,Henriette,F,59,Yamoussoukro,PULSE,2022-02-16,,actif
CL06916,PONS,Marc,M,34,Abidjan,PULSE,2024-04-04,,actif
CL06917,ROLLAND,Charlotte,F,18,Abidjan,SENIOR,2024-01-23,,actif
CL06918,TANGUY,Jacqueline,F,46,Abidjan,PULSE,2025-08-08,,actif
CL06919,DIALLO,Lucas,M,34,Bouake,CONNECT,2022-06-24,,actif
CL06920,PARENT,Stéphane,M,23,Bouake,PULSE,2022-12-22,,actif
CL06921,CHARTIER,Christine,F,37,Korhogo,ETUDIANT,2023-01-21,,actif
CL06922,SEGUIN,Josette,F,38,Abidjan,CONNECT,2022-08-16,,actif
CL06923,RENAULT,Jean,M,25,Abidjan,PULSE,2025-10-01,,actif
CL06924,BOUVIER,Charles,M,39,Abidjan,CONNECT,2022-12-21,,actif
CL06925,FAURE,Lucas,M,23,Abidjan,CONNECT,2024-07-14,2025-05-10,resilie
CL06926,DE OLIVEIRA,Claude,F,60,Abidjan,ETUDIANT,2025-05-01,,actif
CL06927,CARON,Virginie,F,29,Abidjan,PULSE,2025-08-26,2025-12-04,resilie
CL06928,LEFORT,Élodie,F,36,Abidjan,CONNECT,2023-05-29,,actif
CL06929,ARNAUD,Susanne,F,34,Yamoussoukro,PREMIUM,2023-08-22,,actif
CL06930,GARCIA,Danielle,F,38,San-Pedro,PULSE,2025-05-11,2025-08-12,resilie
CL06931,MATHIEU,Marc,M,40,Abidjan,CONNECT,2024-03-28,2025-09-23,resilie
CL06932,CHARLES,Sylvie,F,38,Korhogo,PRO,2022-10-13,,actif
CL06933,BERNIER,Capucine,F,41,Abidjan,CONNECT,2023-07-02,,actif
CL06934,MARCHAND,Alfred,M,18,Abidjan,PULSE,2022-04-28,,actif
CL06935,PERRET,Alexandre,M,49,San-Pedro,PULSE,2024-06-10,2024-10-12,resilie
CL06936,BLOT,Émile,M,43,Yamoussoukro,PULSE,2023-08-17,,actif
CL06937,LEGRAND,Christelle,F,46,Abidjan,PULSE,2023-04-30,,actif
CL06938,BUISSON,Nath,F,31,Abidjan,CONNECT,2022-07-02,,actif
CL06939,BRIAND,Marthe,F,39,Yamoussoukro,ETUDIANT,2024-02-09,,actif
CL06940,RODRIGUEZ,Noémi,F,37,Abidjan,ETUDIANT,2022-10-13,2025-04-19,resilie
CL06941,GRENIER,Isabelle,F,44,Abidjan,PREMIUM,2022-07-07,,actif
CL06942,MENDÈS,Lucie,F,31,Yamoussoukro,SENIOR,2024-03-03,,actif
CL06943,LEMAIRE,Maggie,F,25,Bouake,CONNECT,2024-05-19,,actif
CL06944,MARQUES,Catherine,F,52,Abidjan,PULSE,2024-08-12,,actif
CL06945,MACE,Amélie,F,37,San-Pedro,ETUDIANT,2023-10-29,,actif
CL06946,LEGRAND,Joseph,M,18,Abidjan,PULSE,2022-08-26,,actif
CL06947,PONS,Lucas,M,22,Abidjan,CONNECT,2022-05-03,,actif
CL06948,LOMBARD,Maurice,M,22,Bouake,CONNECT,2022-10-03,,actif
CL06949,TRAORE,Renée,F,18,Bouake,ETUDIANT,2024-12-22,,actif
CL06950,CHARPENTIER,Olivier,M,41,Abidjan,PULSE,2022-02-01,2024-11-29,resilie
CL06951,BONNIN,Christiane,F,23,Abidjan,PULSE,2024-08-16,2025-04-01,resilie
CL06952,PERON,Éric,M,28,Abidjan,PULSE,2022-07-14,,actif
CL06953,RAMOS,Théodore,M,18,Abidjan,ETUDIANT,2025-09-21,2025-12-23,resilie
CL06954,GRÉGOIRE,Aurélie,F,36,Bouake,PULSE,2023-03-08,,actif
CL06955,FERNANDES,Adèle,F,49,Abidjan,CONNECT,2024-04-30,2025-04-20,resilie
CL06956,ALLAIN,Théodore,M,56,San-Pedro,PULSE,2022-07-20,,actif
CL06957,LEMAÎTRE,Yves,M,18,Yamoussoukro,ETUDIANT,2022-10-19,,actif
CL06958,DELAHAYE,Susanne,F,20,San-Pedro,PRO,2024-03-17,,actif
CL06959,GILLET,Isaac,M,38,San-Pedro,ETUDIANT,2022-09-06,,actif
CL06960,NAVARRO,Dorothée,F,36,Korhogo,CONNECT,2024-08-09,2025-07-05,resilie
CL06961,GRÉGOIRE,Théodore,M,18,Abidjan,CONNECT,2024-12-17,,actif
CL06962,GUYOT,Benoît,M,55,San-Pedro,CONNECT,2022-03-16,,actif
CL06963,GRONDIN,Lucy,F,18,Yamoussoukro,PREMIUM,2023-06-09,,actif
CL06964,TEIXEIRA,Marianne,F,33,Abidjan,PULSE,2025-07-11,,actif
CL06965,ROUSSEAU,Roland,M,25,Abidjan,PULSE,2024-06-06,,actif
CL06966,PAUL,Rémy,M,28,Bouake,SENIOR,2023-11-13,,actif
CL06967,DELORME,Dominique,F,40,Yamoussoukro,PREMIUM,2024-11-23,,actif
CL06968,LAUNAY,Louise,F,36,Abidjan,CONNECT,2022-07-07,,actif
CL06969,BRETON,Léon,M,30,Yamoussoukro,PULSE,2025-07-03,,actif
CL06970,JULIEN,Dorothée,F,33,Abidjan,ETUDIANT,2022-12-30,2024-07-06,resilie
CL06971,MEUNIER,Alice,F,61,San-Pedro,CONNECT,2022-12-22,,actif
CL06972,GUYON,Françoise,F,36,Abidjan,PULSE,2024-07-10,2025-11-07,resilie
CL06973,PERRET,Raymond,M,47,Abidjan,PULSE,2022-06-19,,actif
CL06974,LOPES,Margaux,F,24,Abidjan,CONNECT,2023-04-04,,actif
CL06975,PERRIN,Jérôme,M,63,Abidjan,PULSE,2023-11-28,,actif
CL06976,JACQUET,Émile,M,27,Abidjan,ETUDIANT,2025-03-28,2025-11-18,resilie
CL06977,LEMAIRE,Louise,F,40,Bouake,PRO,2022-12-15,,actif
CL06978,PARIS,Patrick,M,21,Abidjan,SENIOR,2025-01-12,,actif
CL06979,NAVARRO,Hélène,F,48,Abidjan,PREMIUM,2024-02-25,,actif
CL06980,ROY,Louise,F,39,Yamoussoukro,CONNECT,2024-05-16,,actif
CL06981,POIRIER,Catherine,F,55,Abidjan,PREMIUM,2023-08-09,,actif
CL06982,GRONDIN,Laurence,F,18,Abidjan,PULSE,2023-02-20,,actif
CL06983,BLANCHARD,Benoît,M,24,Korhogo,ETUDIANT,2022-05-20,,actif
CL06984,LECLERC,Dominique,F,37,Bouake,ETUDIANT,2025-05-14,,actif
CL06985,FAIVRE,Émile,M,29,San-Pedro,PULSE,2025-07-15,,actif
CL06986,LEROY,Théophile,M,41,Abidjan,CONNECT,2023-07-13,2025-02-04,resilie
CL06987,FOURNIER,Richard,M,45,Abidjan,PRO,2023-05-06,,actif
CL06988,TANGUY,Élise,F,18,Bouake,PULSE,2022-03-18,,actif
CL06989,ROBERT,Victoire,F,39,Abidjan,PULSE,2024-09-13,,actif
CL06990,MICHEL,Julien,M,20,Abidjan,PULSE,2024-06-04,2025-05-10,resilie
CL06991,MARTINS,Guy,M,35,Yamoussoukro,CONNECT,2022-07-22,,actif
CL06992,MASSE,Marcel,M,20,Yamoussoukro,PULSE,2024-11-10,,actif
CL06993,FOUCHER,Matthieu,M,62,Bouake,PREMIUM,2023-07-29,,actif
CL06994,DIJOUX,Charlotte,F,18,Bouake,PREMIUM,2024-04-01,,actif
CL06995,DE SOUSA,Lucie,F,37,Bouake,SENIOR,2025-01-25,,actif
CL06996,MASSON,Charles,M,25,Bouake,PREMIUM,2024-05-11,,actif
CL06997,HEBERT,Martin,M,49,Korhogo,PRO,2024-08-25,,actif
CL06998,TEIXEIRA,Gilles,M,34,Bouake,PULSE,2023-05-04,,actif
CL06999,FERNANDEZ,Christine,F,47,Yamoussoukro,PULSE,2024-02-03,,actif
CL07000,LOPES,Céline,F,48,Bouake,PULSE,2024-12-09,,actif
CL07001,MONNIER,Audrey,F,23,Bouake,PULSE,2022-05-13,2025-05-01,resilie
CL07002,VALLET,Geneviève,F,44,Abidjan,PREMIUM,2025-04-06,,actif
CL07003,PETITJEAN,Astrid,F,38,Korhogo,SENIOR,2024-12-04,,actif
CL07004,MILLET,Constance,F,23,Abidjan,ETUDIANT,2024-07-29,,actif
CL07005,GUILLOU,Jacques,M,44,Yamoussoukro,PULSE,2022-02-21,2024-08-29,resilie
CL07006,BARON,Michel,M,30,Abidjan,CONNECT,2024-05-03,,actif
CL07007,LOMBARD,Pierre,M,27,Bouake,CONNECT,2022-03-20,,actif
CL07008,MAILLET,Arnaude,F,53,Korhogo,ETUDIANT,2023-04-22,,actif
CL07009,MUNOZ,Hugues,M,57,Yamoussoukro,ETUDIANT,2023-07-11,,actif
CL07010,MOREL,Philippine,F,26,Abidjan,PULSE,2023-03-19,2025-05-09,resilie
CL07011,ROUSSEL,Raymond,M,24,Abidjan,CONNECT,2023-03-19,2025-02-18,resilie
CL07012,PRÉVOST,Étienne,M,18,Bouake,CONNECT,2022-09-14,,actif
CL07013,PASCAL,Alex,F,26,San-Pedro,ETUDIANT,2023-01-20,,actif
CL07014,COUTURIER,Thomas,M,36,Bouake,ETUDIANT,2024-04-30,,actif
CL07015,PETIT,Gérard,M,38,Abidjan,CONNECT,2025-04-01,,actif
CL07016,DOS SANTOS,Michelle,F,28,Abidjan,CONNECT,2025-06-22,2025-11-24,resilie
CL07017,VASSEUR,Yves,M,47,Abidjan,ETUDIANT,2024-11-16,,actif
CL07018,PIERRE,Gilles,M,18,Bouake,PULSE,2023-11-15,2025-01-15,resilie
CL07019,LELIÈVRE,Clémence,F,47,Abidjan,CONNECT,2024-03-14,,actif
CL07020,VALLÉE,Éléonore,F,27,Bouake,CONNECT,2025-03-28,,actif
CL07021,PERON,Paul,M,30,Abidjan,PULSE,2022-12-23,,actif
CL07022,CARRE,Christophe,M,18,Abidjan,PULSE,2024-04-08,2025-05-25,resilie
CL07023,PHILIPPE,Timothée,M,36,Bouake,PRO,2022-02-24,,actif
CL07024,BLANC,Raymond,M,33,Abidjan,PULSE,2025-03-25,2025-07-23,resilie
CL07025,RAMOS,Franck,M,40,Abidjan,CONNECT,2022-05-11,,actif
CL07026,BERNARD,Martin,M,50,Abidjan,ETUDIANT,2022-06-19,,actif
CL07027,MERCIER,Patrick,M,35,Bouake,SENIOR,2024-07-05,2025-04-21,resilie
CL07028,PASCAL,Françoise,F,25,Yamoussoukro,PULSE,2023-01-28,,actif
CL07029,LACOMBE,Dorothée,F,47,Bouake,ETUDIANT,2024-04-13,,actif
CL07030,MOREL,Paulette,F,44,San-Pedro,PULSE,2024-09-08,2025-09-30,resilie
CL07031,LAGARDE,Julie,F,35,Abidjan,PULSE,2024-11-18,,actif
CL07032,BONNEAU,Monique,F,31,Abidjan,ETUDIANT,2025-03-16,,actif
CL07033,LEFORT,Inès,F,39,Abidjan,PULSE,2024-10-11,2025-03-28,resilie
CL07034,DIAZ,Jérôme,M,22,Abidjan,PULSE,2023-11-03,,actif
CL07035,GUILLET,Édith,F,22,Abidjan,PULSE,2023-05-03,,actif
CL07036,RIBEIRO,Gabriel,M,45,Abidjan,CONNECT,2022-01-23,,actif
CL07037,KLEIN,Xavier,M,27,Abidjan,ETUDIANT,2025-06-14,2025-11-02,resilie
CL07038,VALLÉE,Patrick,M,37,Abidjan,ETUDIANT,2022-11-30,2025-12-13,resilie
CL07039,LOMBARD,Nathalie,F,34,Abidjan,PRO,2022-07-08,,actif
CL07040,JOSEPH,Martine,F,37,Abidjan,PULSE,2023-11-11,2025-11-25,resilie
CL07041,DEVAUX,Valérie,F,29,Abidjan,PREMIUM,2022-08-30,,actif
CL07042,COLLET,Benoît,M,53,Yamoussoukro,PULSE,2024-07-19,2025-04-29,resilie
CL07043,VASSEUR,Cécile,F,21,Abidjan,PRO,2022-05-21,,actif
CL07044,FAIVRE,Guy,M,23,Bouake,PREMIUM,2023-02-03,2024-09-21,resilie
CL07045,HUMBERT,Sophie,F,23,Abidjan,CONNECT,2023-07-21,,actif
CL07046,GERMAIN,Gérard,M,21,Abidjan,PRO,2025-09-20,,actif
CL07047,DUPRÉ,Pauline,F,39,Abidjan,ETUDIANT,2022-11-07,,actif
CL07048,FERREIRA,Dorothée,F,53,Korhogo,PULSE,2024-08-22,,actif
CL07049,BARTHELEMY,Margaud,F,45,Abidjan,CONNECT,2024-05-08,,actif
CL07050,PELTIER,Céline,F,40,Abidjan,CONNECT,2024-03-12,,actif
CL07051,PERROT,Louis,M,43,Yamoussoukro,PULSE,2025-09-30,2025-12-29,resilie
CL07052,FISCHER,Christophe,M,31,Bouake,PREMIUM,2025-08-24,,actif
CL07053,BECKER,Valérie,F,28,San-Pedro,CONNECT,2022-08-09,,actif
CL07054,CAMUS,Théophile,M,20,Abidjan,PULSE,2025-04-14,,actif
CL07055,BOUCHET,Inès,F,73,Abidjan,PREMIUM,2025-09-11,,actif
CL07056,LEROY,William,M,49,Abidjan,PULSE,2022-01-14,2025-04-04,resilie
CL07057,ROYER,Claude,F,24,San-Pedro,PULSE,2022-09-02,,actif
CL07058,FABRE,Odette,F,35,Bouake,CONNECT,2024-05-04,,actif
CL07059,BONNET,Margot,F,53,Abidjan,PREMIUM,2024-07-12,,actif
CL07060,BERTIN,Margaud,F,26,Abidjan,CONNECT,2022-03-15,,actif
CL07061,BOUCHET,Nathalie,F,42,Bouake,PRO,2024-12-06,,actif
CL07062,PICHON,Pauline,F,53,Korhogo,CONNECT,2024-07-29,2025-01-11,resilie
CL07063,ALEXANDRE,Josette,F,22,Abidjan,CONNECT,2025-05-25,,actif
CL07064,VINCENT,Juliette,F,36,San-Pedro,CONNECT,2025-09-05,,actif
CL07065,VALLÉE,Frédéric,M,46,Abidjan,PULSE,2023-09-15,,actif
CL07066,MAILLOT,Timothée,M,32,Abidjan,PREMIUM,2022-03-13,,actif
CL07067,LAMBERT,Manon,F,18,Bouake,PULSE,2024-08-05,2025-07-20,resilie
CL07068,PONS,Lucas,M,18,Yamoussoukro,PULSE,2025-03-13,2025-11-23,resilie
CL07069,LOUIS,Sébastien,M,57,Yamoussoukro,PRO,2025-07-26,,actif
CL07070,BRUN,Emmanuelle,F,18,Bouake,CONNECT,2024-05-18,,actif
CL07071,VALETTE,Thomas,M,29,San-Pedro,ETUDIANT,2025-05-08,,actif
CL07072,MASSON,Thibault,M,28,Korhogo,PULSE,2022-08-24,2025-04-28,resilie
CL07073,BOURDON,Jacques,M,63,Bouake,PREMIUM,2024-03-23,,actif
CL07074,DUMONT,Aimée,F,41,Yamoussoukro,CONNECT,2025-01-01,2025-04-09,resilie
CL07075,MACE,Aimée,F,26,Abidjan,CONNECT,2025-07-13,2025-10-18,resilie
CL07076,GILLET,Bernadette,F,26,Abidjan,CONNECT,2024-05-22,2025-11-24,resilie
CL07077,VALETTE,Jacques,M,45,San-Pedro,PULSE,2023-08-08,2024-11-29,resilie
CL07078,BENARD,Robert,M,37,Abidjan,PULSE,2025-07-24,,actif
CL07079,ANDRE,Victor,M,34,Abidjan,ETUDIANT,2023-11-26,,actif
CL07080,GIRARD,Raymond,M,40,Abidjan,ETUDIANT,2022-01-23,2024-01-12,resilie
CL07081,LACROIX,Jules,M,24,Abidjan,ETUDIANT,2025-09-27,,actif
CL07082,REGNIER,Élodie,F,18,San-Pedro,CONNECT,2023-09-13,2025-01-17,resilie
CL07083,BARBIER,Nicole,F,27,Korhogo,CONNECT,2024-04-25,,actif
CL07084,WAGNER,Henriette,F,18,Yamoussoukro,CONNECT,2022-11-26,,actif
CL07085,CHARPENTIER,Édouard,M,18,Bouake,ETUDIANT,2024-01-26,2024-10-29,resilie
CL07086,BESSON,Jacques,M,49,Abidjan,CONNECT,2025-03-23,,actif
CL07087,PASQUIER,Gabrielle,F,19,Korhogo,PULSE,2023-06-06,,actif
CL07088,LENOIR,Gérard,M,26,Yamoussoukro,PREMIUM,2022-01-12,,actif
CL07089,RICHARD,Alfred,M,45,Abidjan,PREMIUM,2023-05-22,,actif
CL07090,LEFEBVRE,Caroline,F,37,Yamoussoukro,PULSE,2023-10-04,2024-12-30,resilie
CL07091,CHARRIER,Nicole,F,45,San-Pedro,PULSE,2024-05-30,2025-09-17,resilie
CL07092,VALLÉE,Alice,F,44,Bouake,PULSE,2025-01-06,,actif
CL07093,BARBIER,Guy,M,30,Bouake,CONNECT,2023-08-04,,actif
CL07094,HERNANDEZ,Alexandrie,F,57,Abidjan,PULSE,2024-04-09,,actif
CL07095,ROLLAND,Thomas,M,36,San-Pedro,PULSE,2024-11-20,,actif
CL07096,LELEU,Jeanne,F,24,Abidjan,CONNECT,2024-01-02,,actif
CL07097,FONTAINE,Grégoire,M,24,Abidjan,PULSE,2024-10-27,2025-08-02,resilie
CL07098,BOUVET,Charles,M,40,Abidjan,PULSE,2024-04-09,,actif
CL07099,HOAREAU,Noémi,F,52,Bouake,PULSE,2022-09-28,2024-02-09,resilie
CL07100,PAYET,Grégoire,M,22,Bouake,CONNECT,2024-04-15,,actif
CL07101,CLÉMENT,Auguste,M,31,Bouake,PREMIUM,2023-08-15,,actif
CL07102,LEGRAND,Claude,F,38,Abidjan,ETUDIANT,2024-02-13,,actif
CL07103,MACE,Marc,M,62,Abidjan,PULSE,2023-01-02,2024-02-21,resilie
CL07104,LEFEBVRE,Aimé,M,32,Bouake,PULSE,2023-01-26,,actif
CL07105,BERNIER,Richard,M,18,Bouake,CONNECT,2023-01-23,2025-02-24,resilie
CL07106,TEXIER,Clémence,F,33,Abidjan,PREMIUM,2022-02-02,,actif
CL07107,GAUTHIER,Théodore,M,18,Abidjan,PULSE,2022-06-08,,actif
CL07108,MICHAUD,Étienne,M,21,Abidjan,ETUDIANT,2023-01-08,2024-12-19,resilie
CL07109,SEGUIN,Honoré,M,26,Abidjan,PULSE,2025-06-13,,actif
CL07110,BRETON,Pauline,F,32,Bouake,PULSE,2025-04-29,,actif
CL07111,BLANCHET,Aimée,F,18,Yamoussoukro,CONNECT,2023-03-28,,actif
CL07112,HERNANDEZ,Guillaume,M,33,Abidjan,PREMIUM,2024-04-08,,actif
CL07113,ALBERT,Eugène,M,53,Bouake,CONNECT,2024-10-21,,actif
CL07114,ROUSSEL,Julie,F,29,Abidjan,SENIOR,2024-02-12,,actif
CL07115,BÈGUE,Sébastien,M,43,Abidjan,CONNECT,2022-02-05,,actif
CL07116,GEORGES,Michelle,F,37,San-Pedro,CONNECT,2023-06-16,,actif
CL07117,KLEIN,Pénélope,F,32,Abidjan,ETUDIANT,2024-12-17,,actif
CL07118,MORIN,Frédéric,M,46,Abidjan,PULSE,2025-06-09,,actif
CL07119,CORDIER,Laurence,F,39,Korhogo,PULSE,2023-11-12,2025-08-03,resilie
CL07120,GUILLET,Lorraine,F,21,Abidjan,PULSE,2025-05-22,2025-09-21,resilie
CL07121,BOUTIN,René,M,26,Abidjan,PULSE,2022-01-31,2024-03-09,resilie
CL07122,GUILLOU,Gérard,M,38,Bouake,ETUDIANT,2023-09-12,2025-11-05,resilie
CL07123,WEBER,Alain,M,24,Bouake,PRO,2024-04-06,,actif
CL07124,MAHE,Nathalie,F,34,Abidjan,PULSE,2023-09-27,,actif
CL07125,GUICHARD,Catherine,F,42,Bouake,CONNECT,2022-03-21,,actif
CL07126,SAUVAGE,Hélène,F,23,Abidjan,CONNECT,2023-04-01,,actif
CL07127,VERDIER,Alexandrie,F,36,Abidjan,CONNECT,2023-03-05,,actif
CL07128,CHAUVIN,Gabriel,M,46,Korhogo,CONNECT,2023-10-31,2025-11-09,resilie
CL07129,COHEN,Julien,M,28,Bouake,ETUDIANT,2022-10-09,2025-09-19,resilie
CL07130,MARTEL,Roland,M,42,Korhogo,CONNECT,2025-08-22,,actif
CL07131,NICOLAS,Tristan,M,22,Abidjan,PULSE,2023-09-11,2025-11-14,resilie
CL07132,LANGLOIS,Margaret,F,20,Abidjan,SENIOR,2023-09-10,,actif
CL07133,MEUNIER,Thomas,M,22,Korhogo,PULSE,2025-07-05,,actif
CL07134,PEREZ,Brigitte,F,59,Abidjan,PREMIUM,2022-05-04,,actif
CL07135,GUILBERT,Denise,F,35,Abidjan,PULSE,2023-12-01,,actif
CL07136,GUILLAUME,Victoire,F,31,Abidjan,ETUDIANT,2025-03-23,,actif
CL07137,ALLAIN,Gérard,M,49,Bouake,PULSE,2024-06-05,,actif
CL07138,PEREZ,Claire,F,52,Bouake,CONNECT,2025-07-08,,actif
CL07139,ANTOINE,Thibault,M,40,Abidjan,PULSE,2022-09-24,,actif
CL07140,REYNAUD,Hortense,F,22,Yamoussoukro,PREMIUM,2025-09-01,,actif
CL07141,LOPEZ,Paul,M,18,Abidjan,PREMIUM,2024-04-13,,actif
CL07142,FLEURY,Olivie,F,59,Yamoussoukro,CONNECT,2022-07-04,,actif
CL07143,LANGLOIS,Jean,M,51,Abidjan,CONNECT,2023-05-29,,actif
CL07144,FERNANDES,Alex,F,29,Abidjan,CONNECT,2024-07-17,,actif
CL07145,LEBRUN,Roland,M,36,Yamoussoukro,PULSE,2022-08-04,,actif
CL07146,JOSEPH,Lucas,M,37,Abidjan,PULSE,2025-03-27,2025-10-25,resilie
CL07147,THOMAS,Juliette,F,44,Abidjan,CONNECT,2025-09-06,,actif
CL07148,BLOT,François,M,18,Abidjan,PULSE,2022-01-24,2024-11-10,resilie
CL07149,FAIVRE,Roger,M,38,Abidjan,PULSE,2023-06-22,2024-06-16,resilie
CL07150,CAMUS,Richard,M,52,Abidjan,CONNECT,2023-04-17,,actif
CL07151,DIDIER,Margaux,F,42,Abidjan,CONNECT,2024-09-24,,actif
CL07152,GILLES,Georges,M,21,Abidjan,PRO,2024-04-18,,actif
CL07153,LEBRUN,Susan,F,22,San-Pedro,CONNECT,2024-10-23,,actif
CL07154,NEVEU,Valérie,F,36,Korhogo,ETUDIANT,2025-08-18,2025-12-17,resilie
CL07155,BUISSON,Roger,M,18,Yamoussoukro,PULSE,2022-05-18,2024-03-29,resilie
CL07156,ROUSSET,Audrey,F,32,Bouake,ETUDIANT,2022-04-13,2024-12-07,resilie
CL07157,DUVAL,Pauline,F,24,Abidjan,CONNECT,2025-05-04,2025-12-03,resilie
