employe_id,prenom,nom,email,genre,date_naissance,ville,departement_id,poste,niveau_etude,type_contrat,date_embauche,salaire_base,statut,date_depart,motif_depart
EMP0476,Luc,Sow,luc.sow476@telcomci.ci,M,1979-11-10,Abidjan,DEP09,Juriste Senior,Bac+2,CDD,2018-07-21,1434000,Actif,,
EMP0477,Fatoumata,Ouattara,fatoumata.ouattara477@telcomci.ci,F,1988-08-24,Abidjan,DEP09,Juriste Junior,Bac+5,CDI,2015-08-03,927000,Actif,,
EMP0478,Kouassi,Camara,kouassi.camara478@telcomci.ci,M,2004-09-02,Abidjan,DEP09,Juriste Junior,Bac+5,CDI,2020-03-12,911000,Actif,,
EMP0479,Paul,Ouattara,paul.ouattara479@telcomci.ci,M,2012-12-02,Abidjan,DEP09,Juriste Junior,Bac,CDI,2016-06-24,820000,Actif,,
EMP0480,Eric,Kone,eric.kone480@telcomci.ci,M,2012-05-31,Daloa,DEP09,Juriste Junior,Bac+2,CDI,2022-10-19,932000,Inactif,2024-04-09,Fin CDD
EMP0481,Jean,Toure,jean.toure481@telcomci.ci,M,1990-07-03,Abidjan,DEP09,Juriste Junior,Bac+3,CDI,2015-03-22,930000,Actif,,
EMP0482,Thierry,Ouattara,thierry.ouattara482@telcomci.ci,M,2007-01-09,San Pedro,DEP09,Juriste Junior,Bac+5,CDI,2022-12-15,766000,Actif,,
EMP0483,Kofi,Kone,kofi.kone483@telcomci.ci,M,1980-07-29,Abidjan,DEP09,Juriste Junior,Bac+3,CDI,2022-05-17,942000,Actif,,
EMP0484,Thierry,Bamba,thierry.bamba484@telcomci.ci,M,2011-11-18,Bouake,DEP09,Juriste Junior,Bac+4,CDI,2023-11-01,864000,Actif,,
EMP0485,Kofi,Kone,kofi.kone485@telcomci.ci,M,1981-09-17,Abidjan,DEP09,Juriste Junior,Bac+5,CDI,2018-10-26,911000,Actif,,
EMP0486,Adjoua,Sow,adjoua.sow486@telcomci.ci,F,1982-11-27,Abidjan,DEP10,Directeur Logistique,Bac+5,CDI,2018-07-05,1957000,Actif,,
EMP0487,Adama,Cisse,adama.cisse487@telcomci.ci,M,1993-05-22,Abidjan,DEP10,Responsable Achats,Bac+3,CDI,2020-04-16,1176000,Actif,,
EMP0488,Luc,Bamba,luc.bamba488@telcomci.ci,M,1983-07-09,Bouake,DEP10,Responsable Achats,Bac+2,CDI,2020-02-17,1434000,Actif,,
EMP0489,Adjoua,Ouattara,adjoua.ouattara489@telcomci.ci,F,1983-03-31,San Pedro,DEP10,Responsable Achats,Bac+5,CDD,2016-07-30,1178000,Actif,,
EMP0490,Aida,Cisse,aida.cisse490@telcomci.ci,F,1991-03-22,Bouake,DEP10,Gestionnaire Stock,Bac,CDD,2017-01-03,826000,Inactif,2021-05-17,Mutation
EMP0491,Bintou,Diallo,bintou.diallo491@telcomci.ci,F,2001-12-12,Bouake,DEP10,Gestionnaire Stock,Bac,CDI,2019-09-08,756000,Actif,,
EMP0492,Luc,Traore,luc.traore492@telcomci.ci,M,1995-03-18,Abidjan,DEP10,Gestionnaire Stock,Bac+5,CDI,2015-11-24,654000,Actif,,
EMP0493,Aida,Traore,aida.traore493@telcomci.ci,F,2014-08-12,Abidjan,DEP10,Gestionnaire Stock,Bac+2,CDI,2022-04-12,674000,Actif,,
EMP0494,Sophie,Cisse,sophie.cisse494@telcomci.ci,F,1997-03-04,Abidjan,DEP10,Gestionnaire Stock,Bac+5,CDI,2015-06-09,717000,Actif,,
EMP0495,Jean,Kouassi,jean.kouassi495@telcomci.ci,M,1979-09-04,Abidjan,DEP10,Gestionnaire Stock,Bac+4,CDI,2019-03-30,661000,Actif,,
EMP0496,Sophie,Camara,sophie.camara496@telcomci.ci,F,1998-02-13,Korhogo,DEP10,Gestionnaire Stock,Bac+3,CDI,2016-12-06,792000,Actif,,
EMP0497,Bintou,Bamba,bintou.bamba497@telcomci.ci,F,1978-01-02,Bouake,DEP10,Gestionnaire Stock,Bac+2,CDI,2021-04-29,804000,Actif,,
EMP0498,Aida,Ndoye,aida.ndoye498@telcomci.ci,F,2005-02-08,Bouake,DEP10,Gestionnaire Stock,Bac+4,Interim,2020-03-02,717000,Actif,,
EMP0499,Kouassi,Sow,kouassi.sow499@telcomci.ci,M,1984-10-13,Abidjan,DEP10,Gestionnaire Stock,Bac+4,CDI,2020-06-05,772000,Inactif,2021-02-16,Fin CDD
EMP0500,Jean,Traore,jean.traore500@telcomci.ci,M,1983-04-24,Abidjan,DEP10,Gestionnaire Stock,Bac+4,CDI,2021-07-08,675000,Inactif,2022-06-23,Mutation
EMP0501,Eric,Traore,eric.traore501@telcomci.ci,M,1997-05-01,Abidjan,DEP10,Gestionnaire Stock,Bac+4,CDI,2019-03-31,701000,Actif,,
EMP0502,Jean,Camara,jean.camara502@telcomci.ci,M,2013-12-09,San Pedro,DEP10,Logisticien,Bac,CDI,2023-03-26,632000,Inactif,2024-04-04,Mutation
EMP0503,Adama,Kone,adama.kone503@telcomci.ci,M,1983-10-17,Abidjan,DEP10,Logisticien,Bac+5,CDD,2017-03-09,656000,Actif,,
EMP0504,Thierry,Ndoye,thierry.ndoye504@telcomci.ci,M,1989-02-12,Abidjan,DEP10,Logisticien,Bac,CDI,2019-01-09,659000,Actif,,
EMP0505,Luc,Camara,luc.camara505@telcomci.ci,M,1989-11-09,Abidjan,DEP10,Logisticien,Bac+4,CDI,2019-08-30,518000,Actif,,
EMP0506,Kouassi,Toure,kouassi.toure506@telcomci.ci,M,2010-06-01,Abidjan,DEP10,Logisticien,Bac+3,CDI,2018-11-27,548000,Actif,,
EMP0507,Awa,Traore,awa.traore507@telcomci.ci,F,1990-01-18,Abidjan,DEP10,Logisticien,Bac+2,CDI,2021-05-29,578000,Actif,,
EMP0508,Laure,Sow,laure.sow508@telcomci.ci,F,2013-04-06,Abidjan,DEP10,Logisticien,Bac+5,CDI,2017-11-10,679000,Actif,,
EMP0509,Thierry,Sow,thierry.sow509@telcomci.ci,M,1991-07-26,Abidjan,DEP10,Logisticien,Bac+5,CDI,2023-09-26,605000,Actif,,
EMP0510,Kouassi,Toure,kouassi.toure510@telcomci.ci,M,1986-12-25,Korhogo,DEP10,Logisticien,Bac+5,CDI,2018-09-12,584000,Actif,,
